Timestamp,ID,DLC,Data,Fuel,Odometer,DoorFL,DoorFR,DoorRL,DoorRR,Trunk,ABS_FL,ABS_FR,ABS_RL,ABS_RR,EPS_Torque,Airbag,Battery,Ignition,Lambda,ABS_Active,TCS_Active,FanSpeed,AC,TireTemp,TirePressure
104437,181,8,"4C 13 53 31 63 20 00 02",0,12587073,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104466,251,8,"08 01 00 08 01 40 20 00",0,4202496,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104495,1F9,8,"20 00 49 BB 00 00 00 00",0,4202496,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104526,251,8,"08 01 00 08 00 00 15 56",0,5462,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104566,2DE,8,"00 00 80 06 50 1F 0C 4E",0,5462,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104584,2DE,8,"00 00 80 06 50 1F 0C 4E",0,5462,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104602,215,6,"FF F0 FF 00 FF FF",0,5462,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104621,23D,8,"60 2F 29 BD 02 C2 03 59",0,5462,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104641,23D,8,"40 30 2A BB 02 C5 03 59",0,5462,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104661,251,8,"08 01 00 08 00 00 17 2D",0,5933,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104684,251,8,"08 01 00 08 00 80 21 00",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104708,2DE,8,"00 00 80 06 50 1F 0C 4E",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104732,2DE,8,"00 00 80 06 50 1F 0C 4E",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104757,1F9,8,"20 00 44 11 00 00 00 00",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104909,181,8,"43 F8 63 32 67 20 00 02",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104928,23E,8,"03 42 D5 D3 03 DA 2A A1",0,8397056,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104947,251,8,"01 01 00 08 00 80 11 32",0,8393010,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104969,215,6,"FF F0 FF 00 FF FF",0,8393010,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
104989,181,8,"44 43 63 32 67 20 00 02",0,8393010,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105013,2DE,8,"00 00 80 06 50 21 0C 4E",0,8393010,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105036,35D,8,"C0 03 00 00 40 00 00 00",0,8393010,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105061,358,8,"01 00 00 00 02 00 00 00",0,8393010,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105087,215,6,"FF F0 FF 00 FF FF",0,8393010,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105114,215,6,"FF F0 FF 00 FF FF",0,8393010,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105142,5C5,8,"40 03 00 90 00 0C 00 7F",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105169,251,8,"01 01 00 08 00 C0 14 38",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105199,60D,8,"00 06 00 00 00 00 20 00",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105229,251,8,"01 01 00 08 00 00 21 00",0,8448,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105260,2DE,8,"00 00 80 06 50 21 0C 4E",0,8448,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105416,181,8,"45 6F 61 30 65 20 00 02",0,8448,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105441,251,8,"01 01 00 08 00 00 17 2D",0,5933,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105466,251,8,"01 01 00 08 00 C0 10 41",0,12587073,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105493,251,8,"01 01 00 08 00 80 13 39",0,8393529,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105520,251,8,"01 01 00 08 00 40 16 2F",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105548,2DE,8,"00 00 80 06 50 25 0C 4E",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105576,2DE,8,"00 00 80 06 50 25 0C 4E",0,4199983,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105607,251,8,"01 01 00 08 00 80 17 2D",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105637,2DE,8,"00 00 80 06 50 25 0C 4E",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105668,181,8,"44 2A 53 28 5A 20 00 02",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105701,251,8,"09 02 00 08 00 80 15 56",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105736,251,8,"09 02 00 08 00 40 20 00",0,4202496,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105771,251,8,"09 02 00 08 00 00 11 32",0,4402,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105807,251,8,"09 02 00 08 00 C0 14 38",0,12588088,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
105845,251,8,"09 02 00 08 00 80 17 2D",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
106010,2DE,8,"00 00 80 06 50 25 0C 4E",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
106049,181,8,"44 8E 52 29 5B 20 00 02",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
106064,251,8,"09 02 00 08 00 00 17 2D",0,5933,0,0,0,0,0,0,0,0,0,30726,0,0.10,3,1.19,1,2,6,32,29,0
106081,300,1,"02",0,5933,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106097,2DE,8,"00 00 80 06 50 25 0C 4E",0,5933,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106115,2DE,8,"00 00 80 06 50 34 0C 4E",0,5933,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106135,215,6,"FF F0 FF 00 FF FF",0,5933,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106155,251,8,"09 02 00 08 00 80 17 2D",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106177,1F9,8,"20 00 44 75 00 00 00 00",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106198,2DE,8,"00 00 80 06 50 34 0C 4E",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106221,5C5,8,"40 03 00 90 00 0C 00 7F",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106246,1F9,8,"20 00 42 B3 00 00 00 00",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.20,3,1.19,1,2,6,32,29,0
106271,300,1,"04",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.40,3,1.19,1,2,6,32,29,0
106297,181,8,"41 87 3D 10 35 20 00 02",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.40,3,1.19,1,2,6,32,29,0
106323,300,1,"03",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106476,2DE,8,"00 00 80 06 50 34 0C 4E",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106496,181,8,"40 8D 3A 10 36 20 00 02",0,419507,0,0,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106517,251,8,"09 02 00 08 00 80 17 2D",0,8394541,0,0,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106539,251,8,"09 02 00 08 00 40 10 41",0,4198465,0,0,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106562,23D,8,"23 00 00 90 02 85 00 59",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106584,2DE,8,"00 00 80 06 50 52 0C 4E",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106608,2DE,8,"00 00 80 06 50 52 0C 4E",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106634,2DE,8,"00 00 80 06 50 52 0C 4E",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106660,2DE,8,"00 00 80 06 50 52 0C 4E",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.30,3,1.19,1,2,6,32,29,0
106688,300,1,"05",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
106715,5E4,3,"00 00 00",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
106744,280,8,"00 A6 40 00 0E 07 06 40",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
106775,181,8,"34 A3 29 10 37 20 00 02",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
106806,2DE,8,"00 00 80 06 50 52 0C 4E",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
106838,5E4,3,"00 00 00",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
106998,625,6,"32 00 FF 1D 00 00",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
107024,2DE,8,"00 00 80 06 50 52 0C 4E",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
107052,2DE,8,"00 00 80 06 50 52 0C 4E",0,4198465,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
107082,251,8,"09 02 00 08 00 00 11 32",0,4402,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
107110,251,8,"09 02 00 08 00 C0 14 38",0,12588088,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
107141,2DE,8,"00 00 80 06 50 CF 0C 4E",0,12588088,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
107171,181,8,"32 19 3B 10 38 20 00 02",0,12588088,1,1,0,0,0,0,0,0,0,30726,0,0.50,3,1.19,1,2,6,32,29,0
107202,300,1,"09",0,12588088,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107236,251,8,"09 02 00 08 00 00 21 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107270,280,8,"00 84 40 00 0E 09 F2 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107305,2DE,8,"00 00 80 06 50 CF 0C 4E",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107340,280,8,"00 6D 40 00 0E 24 E2 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107385,2DE,8,"00 00 80 06 50 CF 0C 4E",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107405,216,3,"40 00 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107427,181,8,"2B D9 3A 10 38 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107575,2DE,8,"00 00 80 06 50 CF 0C 4E",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107590,253,8,"09 77 00 00 0B 05 30 05",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107606,2DE,8,"00 00 80 06 51 2C 0C 4E",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107624,2DE,8,"00 00 80 06 51 2C 0C 4E",0,8448,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
107642,300,1,"0E",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107661,181,8,"28 B9 3C 10 39 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107679,2DE,8,"00 00 80 06 51 2C 0C 4E",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107700,181,8,"28 A0 3C 10 39 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107723,35D,8,"C0 03 00 00 40 00 00 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107745,358,8,"01 00 00 00 02 00 00 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107770,1F9,8,"20 00 28 A0 00 00 00 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107796,181,8,"28 A0 3C 10 39 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107822,181,8,"28 A0 3C 10 39 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107851,1F9,8,"20 00 28 B9 00 00 00 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
107879,23D,8,"03 00 00 9E 01 CD 00 5A",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.40,3,1.19,1,2,6,32,29,0
108035,300,1,"0F",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108056,215,6,"FF F0 FF 00 FF FF",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108078,2DE,8,"00 08 80 06 51 2C 0C 4E",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108100,280,8,"00 7D 40 00 0E 0A ED 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108123,181,8,"28 6E 3C 10 39 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108149,181,8,"28 0A 3C 10 39 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108176,181,8,"27 BF 3C 10 39 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108202,181,8,"27 D8 3C 10 39 20 00 02",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108230,1F9,8,"20 00 27 D8 00 00 00 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108259,35D,8,"C0 03 00 00 40 00 00 00",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108288,280,8,"00 B8 40 00 0E 11 12 40",0,8448,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108318,251,8,"02 02 00 08 00 40 20 00",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.50,3,1.19,1,2,6,32,29,0
108350,300,1,"13",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108381,280,8,"00 C4 40 00 0E 0A 1A 40",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108414,2DE,8,"00 08 80 06 50 F8 0C 4E",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108572,181,8,"26 AC 3B 10 3A 20 00 02",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108600,181,8,"26 7A 3B 10 3A 20 00 02",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108627,181,8,"25 E4 38 10 3A 20 00 02",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108656,181,8,"25 99 38 10 3A 20 00 02",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108686,280,8,"00 C4 40 00 0D FB 1A 40",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108717,251,8,"02 02 00 08 00 40 20 00",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108748,181,8,"25 99 3D 10 3A 20 00 02",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108779,5E4,3,"00 00 00",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108813,2DE,8,"00 00 80 06 50 CF 0C 4E",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108855,280,8,"00 E6 40 00 0D FF 2F 40",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108874,5C5,8,"40 03 00 90 00 0C 00 7F",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108896,280,8,"00 0D 80 00 0E 04 47 40",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108916,794,3,"15 16 79",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108939,280,8,"00 35 80 00 0E 08 60 40",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
108962,60D,8,"00 06 00 00 00 00 20 00",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
109113,355,7,"0E 0A 00 00 00 00 0E",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
109130,215,6,"FF F0 FF 00 FF FF",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
109148,215,6,"FF F0 FF 00 FF FF",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
109167,215,6,"FF F0 FF 00 FF FF",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.90,3,1.19,1,2,6,32,29,0
109187,300,1,"0C",0,419507,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109210,251,8,"02 02 00 08 00 C0 12 58",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109232,215,6,"FF F0 FF 00 FF FF",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109254,280,8,"00 3B 80 00 0E 2C 63 40",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109277,280,8,"00 47 80 00 0E 30 6B 40",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109301,280,8,"00 3C 80 00 0E 31 64 40",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109326,280,8,"00 36 80 00 0E 34 61 40",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109352,280,8,"00 31 80 00 0E 30 5D 40",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109380,60D,8,"00 06 00 00 00 00 20 00",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109407,251,8,"02 02 00 08 00 C0 20 00",0,12591104,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109435,181,8,"31 83 59 2E 66 20 00 02",0,12591104,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109589,35D,8,"C0 03 00 00 40 00 00 00",0,12591104,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109611,181,8,"34 8A 5E 2B 63 20 00 02",0,12591104,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109639,251,8,"02 02 00 08 00 40 20 00",0,4202496,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109665,251,8,"02 02 00 08 00 00 11 32",0,4402,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109691,280,8,"00 0E 80 00 0E 4F 47 40",0,4402,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109717,355,7,"0E 71 00 00 00 00 0E",0,4402,1,1,0,0,0,0,0,0,0,30726,0,1.20,3,1.19,1,2,6,32,29,0
109746,300,1,"09",0,4402,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
109774,2DE,8,"00 00 80 06 50 B3 0C 4E",0,4402,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
109801,251,8,"02 02 00 08 00 80 17 2D",0,8394541,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
109831,280,8,"00 32 80 00 0E 8C 5E 40",0,8394541,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
109860,251,8,"02 02 00 08 00 C0 12 58",0,12587608,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
109893,251,8,"02 02 00 08 00 80 15 56",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
109925,215,6,"FF F0 FF 00 FF FF",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
109958,181,8,"3B 47 67 34 6A 20 00 02",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
109994,280,8,"00 22 80 00 0E BC 53 40",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110157,5E4,3,"00 00 00",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110185,280,8,"00 F8 40 00 0E CB 39 40",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110215,35D,8,"C0 03 00 00 40 00 00 00",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110246,181,8,"3D 6D 66 37 6B 20 00 02",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110277,280,8,"00 C5 40 00 0E ED 1A 40",0,8394070,1,1,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110311,23D,8,"00 3D 39 8B 02 3A 04 5A",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110355,181,8,"3F C5 6A 41 6E 20 00 02",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110373,181,8,"40 42 6C 42 6E 20 00 02",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,0.90,3,1.19,1,2,6,32,29,0
110391,300,1,"0A",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110409,2DE,8,"00 00 80 06 50 4B 0C 4E",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110430,280,8,"00 E5 40 00 0F 76 2E 40",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110453,1F9,8,"20 00 42 FE 00 00 00 00",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110476,181,8,"43 30 6F 42 6E 20 00 02",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110499,280,8,"00 0D 80 00 0F 9F 47 40",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110524,280,8,"00 0A 80 00 0F A2 45 40",0,8394070,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110673,251,8,"02 02 00 08 00 80 13 39",0,8393529,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110690,60D,8,"00 06 00 00 00 00 20 00",0,8393529,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110709,280,8,"00 0A 80 00 0F BF 45 40",0,8393529,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
110729,215,6,"FF F0 FF 00 FF FF",0,8393529,0,0,0,0,0,0,0,0,0,30726,0,1.00,3,1.19,1,2,6,32,29,0
